date,user_submitted_review,title,total_purchased,customer_type
2019-06-27,I learned a lot,Fundamentals of R For Beginners,5,Business
2019-06-08,OK,Secrets Of R For Advanced Students,,Business
2019-06-04,Awesome!,Top 10 Mistakes R Beginners Make,4,Business
2019-12-18,OK,Fundamentals of R For Beginners,2,Individual
2019-10-04,it was okay,R For Dummies,2,Business
2019-04-01,Awesome!,Fundamentals of R For Beginners,4,Business
2019-07-04,NA,Secrets Of R For Advanced Students,4,Individual
2019-01-19,OK,Secrets Of R For Advanced Students,2,Individual
2019-10-15,OK,Fundamentals of R For Beginners,3,Business
2019-07-01,it was okay,R vs Python: An Essay,3,Business
2019-12-06,,R vs Python: An Essay,3,Business
2019-01-27,Would not recommend,Secrets Of R For Advanced Students,,Business
2019-12-30,it was okay,Fundamentals of R For Beginners,4,Business
2019-01-24,Never read a better book,Secrets Of R For Advanced Students,2,Individual
2019-08-29,,Fundamentals of R For Beginners,9,Business
2019-05-27,Hated it,Fundamentals of R For Beginners,3,Business
2019-08-31,Would not recommend,R vs Python: An Essay,4,Business
2019-09-09,Awesome!,R For Dummies,7,Business
2019-03-18,Hated it,R For Dummies,3,Individual
2019-04-14,Hated it,R For Dummies,4,Business
2019-11-09,Would not recommend,R For Dummies,4,Business
2019-08-03,,Secrets Of R For Advanced Students,2,Individual
2019-11-11,it was okay,Fundamentals of R For Beginners,4,Individual
2019-07-07,A lot of material was not needed,R For Dummies,7,Business
2019-11-24,The author's other books were better,Fundamentals of R For Beginners,6,Individual
2019-12-31,Hated it,Fundamentals of R For Beginners,3,Business
2019-12-19,I learned a lot,Top 10 Mistakes R Beginners Make,6,Individual
2019-11-27,A lot of material was not needed,R Made Easy,5,Individual
2019-05-25,,R vs Python: An Essay,2,Business
2019-07-09,Would not recommend,Secrets Of R For Advanced Students,,Individual
2019-05-10,I learned a lot,Fundamentals of R For Beginners,,Business
2019-03-29,Awesome!,R For Dummies,2,Individual
2019-11-19,OK,R For Dummies,5,Business
2019-08-01,,Fundamentals of R For Beginners,6,Business
2019-06-30,NA,R For Dummies,4,Individual
2019-01-28,Hated it,Fundamentals of R For Beginners,4,Individual
2019-03-15,Would not recommend,R vs Python: An Essay,,Business
2019-06-27,A lot of material was not needed,Secrets Of R For Advanced Students,5,Individual
2019-07-07,Hated it,R For Dummies,7,Business
2019-08-12,I learned a lot,Fundamentals of R For Beginners,6,Individual
2019-11-12,Awesome!,R For Dummies,3,Business
2019-04-29,Hated it,Fundamentals of R For Beginners,8,Business
2019-03-06,it was okay,Fundamentals of R For Beginners,,Business
2019-05-09,it was okay,Fundamentals of R For Beginners,5,Individual
2019-02-04,A lot of material was not needed,Fundamentals of R For Beginners,2,Business
2019-04-05,OK,Secrets Of R For Advanced Students,1,Business
2019-11-02,Awesome!,Secrets Of R For Advanced Students,4,Business
2019-03-19,Never read a better book,R vs Python: An Essay,6,Business
2019-09-27,,R For Dummies,,Individual
2019-04-17,A lot of material was not needed,Fundamentals of R For Beginners,6,Business
2019-03-24,OK,R For Dummies,,Individual
2019-03-08,The author's other books were better,R vs Python: An Essay,5,Individual
2019-03-07,NA,Fundamentals of R For Beginners,10,Individual
2019-03-21,Awesome!,Fundamentals of R For Beginners,7,Business
2019-06-13,I learned a lot,Secrets Of R For Advanced Students,2,Business
2019-04-21,OK,Fundamentals of R For Beginners,6,Business
2019-12-13,Never read a better book,R For Dummies,4,Business
2019-06-22,The author's other books were better,R For Dummies,4,Individual
2019-05-29,Never read a better book,R For Dummies,6,Business
2019-07-22,A lot of material was not needed,R For Dummies,5,Individual
2019-07-06,Never read a better book,Secrets Of R For Advanced Students,5,Individual
2019-08-15,I learned a lot,R For Dummies,3,Business
2019-06-30,OK,R vs Python: An Essay,6,Individual
2019-10-05,I learned a lot,Secrets Of R For Advanced Students,,Business
2019-12-11,I learned a lot,Fundamentals of R For Beginners,4,Business
2019-05-12,I learned a lot,R vs Python: An Essay,5,Business
2019-02-14,,R vs Python: An Essay,1,Business
2019-03-13,Hated it,R For Dummies,2,Business
2019-12-08,OK,R vs Python: An Essay,3,Business
2019-09-19,Awesome!,Fundamentals of R For Beginners,3,Business
2019-04-18,it was okay,Fundamentals of R For Beginners,2,Individual
2019-11-20,OK,R For Dummies,3,Individual
2019-07-05,Awesome!,Fundamentals of R For Beginners,2,Individual
2019-03-22,Never read a better book,R For Dummies,0,Business
2019-04-28,Awesome!,Fundamentals of R For Beginners,1,Business
2019-12-17,A lot of material was not needed,R vs Python: An Essay,4,Individual
2019-07-02,Never read a better book,Fundamentals of R For Beginners,3,Business
2019-06-30,Would not recommend,R For Dummies,5,Individual
2019-06-27,Never read a better book,R For Dummies,3,Business
2019-09-02,The author's other books were better,Fundamentals of R For Beginners,1,Business
2019-07-15,Would not recommend,R vs Python: An Essay,,Business
2019-05-28,I learned a lot,Fundamentals of R For Beginners,6,Business
2019-05-11,Awesome!,Fundamentals of R For Beginners,4,Individual
2019-11-19,Hated it,Fundamentals of R For Beginners,5,Business
2019-05-09,it was okay,Fundamentals of R For Beginners,8,Individual
2019-03-22,Awesome!,R For Dummies,7,Business
2019-11-29,Would not recommend,R For Dummies,4,Business
2019-09-02,it was okay,R For Dummies,0,Business
2019-04-28,Would not recommend,Fundamentals of R For Beginners,10,Business
2019-09-25,,R vs Python: An Essay,5,Business
2019-11-17,Never read a better book,Secrets Of R For Advanced Students,9,Individual
2019-12-10,I learned a lot,R For Dummies,7,Business
2019-02-20,it was okay,Fundamentals of R For Beginners,3,Business
2019-12-22,Awesome!,R For Dummies,3,Individual
2019-12-12,I learned a lot,Fundamentals of R For Beginners,1,Business
2019-06-04,A lot of material was not needed,Fundamentals of R For Beginners,4,Business
2019-02-09,Awesome!,Top 10 Mistakes R Beginners Make,3,Business
2019-01-09,,Fundamentals of R For Beginners,3,Individual
2019-09-19,I learned a lot,R vs Python: An Essay,6,Individual
2019-01-23,OK,Fundamentals of R For Beginners,3,Business
2019-04-04,The author's other books were better,Top 10 Mistakes R Beginners Make,1,Individual
2019-09-17,A lot of material was not needed,R vs Python: An Essay,,Individual
2019-02-18,The author's other books were better,Fundamentals of R For Beginners,3,Business
2019-07-28,,Fundamentals of R For Beginners,2,Individual
2019-02-10,I learned a lot,R For Dummies,5,Business
2019-03-18,I learned a lot,Secrets Of R For Advanced Students,,Business
2019-09-24,The author's other books were better,R For Dummies,,Business
2019-07-30,it was okay,Fundamentals of R For Beginners,,Business
2019-04-14,I learned a lot,R For Dummies,0,Business
2019-11-16,I learned a lot,Secrets Of R For Advanced Students,3,Individual
2019-05-18,Never read a better book,Fundamentals of R For Beginners,6,Business
2019-03-19,Would not recommend,Fundamentals of R For Beginners,,Individual
2019-08-23,OK,Fundamentals of R For Beginners,,Business
2019-06-03,I learned a lot,Fundamentals of R For Beginners,,Business
2019-08-11,NA,R For Dummies,4,Individual
2019-05-29,OK,Fundamentals of R For Beginners,4,Individual
2019-08-01,The author's other books were better,Fundamentals of R For Beginners,7,Business
2019-08-24,Never read a better book,R vs Python: An Essay,2,Business
2019-06-01,,Fundamentals of R For Beginners,5,Individual
2019-07-23,OK,Secrets Of R For Advanced Students,,Individual
2019-09-10,A lot of material was not needed,R vs Python: An Essay,1,Individual
2019-12-09,A lot of material was not needed,Secrets Of R For Advanced Students,4,Business
2019-03-05,OK,Secrets Of R For Advanced Students,5,Business
2019-04-19,OK,Secrets Of R For Advanced Students,3,Business
2019-10-31,The author's other books were better,R For Dummies,4,Business
2019-12-03,,R For Dummies,,Individual
2019-10-22,Would not recommend,Secrets Of R For Advanced Students,1,Business
2019-06-19,Never read a better book,Fundamentals of R For Beginners,2,Business
2019-02-28,Never read a better book,Secrets Of R For Advanced Students,2,Individual
2019-01-20,OK,Fundamentals of R For Beginners,2,Business
2019-06-01,OK,Top 10 Mistakes R Beginners Make,3,Business
2019-09-03,,R For Dummies,,Business
2019-12-27,Awesome!,Secrets Of R For Advanced Students,3,Individual
2019-06-24,Would not recommend,R vs Python: An Essay,4,Business
2019-02-13,The author's other books were better,Fundamentals of R For Beginners,3,Business
2019-01-02,The author's other books were better,Secrets Of R For Advanced Students,3,Business
2019-03-27,NA,R vs Python: An Essay,2,Business
2019-03-24,A lot of material was not needed,R For Dummies,3,Individual
2019-09-18,,R For Dummies,1,Individual
2019-03-15,Hated it,Fundamentals of R For Beginners,2,Individual
2019-11-22,I learned a lot,R For Dummies,9,Business
2019-07-19,I learned a lot,Secrets Of R For Advanced Students,7,Business
2019-01-25,Would not recommend,R vs Python: An Essay,7,Business
2019-06-28,,Fundamentals of R For Beginners,1,Business
2019-08-05,NA,R For Dummies,3,Business
2019-09-13,A lot of material was not needed,R vs Python: An Essay,4,Business
2019-04-18,it was okay,Secrets Of R For Advanced Students,3,Business
2019-03-17,Never read a better book,Fundamentals of R For Beginners,5,Business
2019-02-15,,R For Dummies,2,Business
2019-11-04,it was okay,Fundamentals of R For Beginners,8,Business
2019-06-28,Would not recommend,Fundamentals of R For Beginners,5,Business
2019-08-09,The author's other books were better,R vs Python: An Essay,2,Business
2019-04-20,Awesome!,R For Dummies,6,Business
2019-06-10,Never read a better book,Fundamentals of R For Beginners,5,Individual
2019-10-19,The author's other books were better,R vs Python: An Essay,6,Individual
2019-10-13,I learned a lot,R For Dummies,8,Business
2019-05-08,NA,R Made Easy,,Business
2019-01-29,I learned a lot,R For Dummies,5,Business
2019-03-01,OK,R For Dummies,,Business
2019-11-01,Hated it,Fundamentals of R For Beginners,5,Business
2019-01-23,I learned a lot,R For Dummies,4,Business
2019-08-21,A lot of material was not needed,Secrets Of R For Advanced Students,,Business
2019-11-17,Never read a better book,R For Dummies,,Business
2019-03-08,,R vs Python: An Essay,6,Individual
2019-02-15,NA,Secrets Of R For Advanced Students,2,Individual
2019-06-16,Never read a better book,Fundamentals of R For Beginners,2,Individual
2019-05-01,Never read a better book,R For Dummies,4,Business
2019-08-29,Hated it,R vs Python: An Essay,,Individual
2019-03-03,Never read a better book,R For Dummies,,Business
2019-04-07,Awesome!,R For Dummies,,Individual
2019-05-03,OK,R For Dummies,2,Business
2019-12-19,A lot of material was not needed,R For Dummies,4,Business
2019-05-08,Would not recommend,Fundamentals of R For Beginners,2,Business
2019-09-25,Awesome!,Secrets Of R For Advanced Students,,Individual
2019-01-28,Awesome!,R vs Python: An Essay,7,Business
2019-02-10,,R For Dummies,5,Business
2019-05-12,Hated it,Fundamentals of R For Beginners,6,Individual
2019-01-28,Hated it,Fundamentals of R For Beginners,1,Business
2019-08-28,Never read a better book,R For Dummies,4,Individual
2019-11-14,Would not recommend,R vs Python: An Essay,0,Business
2019-03-14,,Fundamentals of R For Beginners,5,Individual
2019-09-01,NA,R For Dummies,4,Business
2019-03-26,Never read a better book,Fundamentals of R For Beginners,7,Business
2019-01-19,NA,R For Dummies,4,Individual
2019-12-09,,Fundamentals of R For Beginners,4,Business
2019-11-18,,R For Dummies,4,Business
2019-07-15,Would not recommend,R For Dummies,3,Individual
2019-01-01,A lot of material was not needed,Fundamentals of R For Beginners,6,Individual
2019-04-05,Would not recommend,Fundamentals of R For Beginners,2,Business
2019-08-04,Would not recommend,Top 10 Mistakes R Beginners Make,6,Individual
2019-10-30,NA,Secrets Of R For Advanced Students,4,Business
2019-05-23,,R vs Python: An Essay,2,Individual
2019-02-02,I learned a lot,R vs Python: An Essay,,Business
2019-01-27,it was okay,R vs Python: An Essay,5,Individual
2019-02-04,OK,Secrets Of R For Advanced Students,2,Business
2019-05-30,Hated it,Fundamentals of R For Beginners,4,Business
2019-07-10,it was okay,R For Dummies,5,Business
2019-11-26,Hated it,R vs Python: An Essay,4,Business
2019-05-16,,R For Dummies,6,Individual
2019-10-26,A lot of material was not needed,Fundamentals of R For Beginners,3,Individual
2019-10-02,The author's other books were better,Fundamentals of R For Beginners,,Business
2019-06-29,Would not recommend,Top 10 Mistakes R Beginners Make,0,Individual
2019-08-10,it was okay,Fundamentals of R For Beginners,8,Business
2019-12-20,OK,Fundamentals of R For Beginners,6,Individual
2019-09-20,The author's other books were better,R For Dummies,6,Business
2019-07-20,I learned a lot,Fundamentals of R For Beginners,3,Business
2019-10-20,it was okay,R For Dummies,2,Business
2019-01-13,it was okay,Secrets Of R For Advanced Students,4,Business
2019-01-10,The author's other books were better,Fundamentals of R For Beginners,5,Business
2019-04-07,I learned a lot,Secrets Of R For Advanced Students,7,Individual
2019-03-18,Hated it,R For Dummies,6,Business
2019-03-10,it was okay,Fundamentals of R For Beginners,8,Business
2019-08-17,Hated it,R For Dummies,4,Business
2019-07-11,Never read a better book,R For Dummies,2,Business
2019-02-20,Hated it,Fundamentals of R For Beginners,6,Business
2019-10-31,it was okay,R For Dummies,,Business
2019-07-07,Awesome!,R For Dummies,,Business
2019-07-02,Never read a better book,R For Dummies,4,Business
2019-07-28,Never read a better book,R For Dummies,5,Business
2019-10-14,A lot of material was not needed,Secrets Of R For Advanced Students,6,Individual
2019-02-21,The author's other books were better,Fundamentals of R For Beginners,6,Business
2019-09-11,A lot of material was not needed,R For Dummies,4,Business
2019-09-19,OK,R vs Python: An Essay,7,Business
2019-09-16,Awesome!,Fundamentals of R For Beginners,3,Business
2019-11-28,,R For Dummies,,Business
2019-05-04,it was okay,R vs Python: An Essay,5,Individual
2019-02-28,Never read a better book,R For Dummies,,Business
2019-03-22,,R vs Python: An Essay,3,Individual
2019-03-12,Hated it,R For Dummies,5,Individual
2019-05-28,,Fundamentals of R For Beginners,4,Business
2019-12-29,it was okay,Fundamentals of R For Beginners,6,Individual
2019-08-02,The author's other books were better,Secrets Of R For Advanced Students,2,Business
2019-01-03,NA,R vs Python: An Essay,2,Business
2019-06-21,OK,Fundamentals of R For Beginners,7,Business
2019-09-13,A lot of material was not needed,Fundamentals of R For Beginners,0,Business
2019-03-10,NA,R For Dummies,1,Individual
2019-11-22,A lot of material was not needed,Secrets Of R For Advanced Students,,Individual
2019-12-10,NA,Fundamentals of R For Beginners,7,Business
2019-03-11,The author's other books were better,R For Dummies,,Business
2019-09-15,it was okay,Secrets Of R For Advanced Students,1,Business
2019-09-16,Hated it,R For Dummies,6,Individual
2019-05-23,A lot of material was not needed,Fundamentals of R For Beginners,,Business
2019-08-02,Hated it,R For Dummies,2,Individual
2019-04-06,I learned a lot,R vs Python: An Essay,2,Business
2019-03-09,Awesome!,R For Dummies,6,Individual
2019-03-24,Hated it,Secrets Of R For Advanced Students,3,Business
2019-06-08,I learned a lot,R For Dummies,7,Individual
2019-05-21,Never read a better book,R For Dummies,4,Business
2019-10-18,Would not recommend,Fundamentals of R For Beginners,4,Business
2019-05-02,it was okay,Fundamentals of R For Beginners,3,Individual
2019-05-28,The author's other books were better,R For Dummies,2,Business
2019-07-30,I learned a lot,R For Dummies,6,Individual
2019-11-26,Awesome!,R vs Python: An Essay,4,Individual
2019-06-29,Awesome!,Fundamentals of R For Beginners,1,Business
2019-03-18,it was okay,Fundamentals of R For Beginners,,Individual
2019-10-05,Would not recommend,R For Dummies,4,Business
2019-06-12,,R For Dummies,7,Business
2019-03-08,Hated it,R For Dummies,,Business
2019-02-06,I learned a lot,Secrets Of R For Advanced Students,7,Business
2019-01-27,,R For Dummies,3,Business
2019-06-09,,R vs Python: An Essay,5,Business
2019-03-10,Awesome!,Fundamentals of R For Beginners,4,Business
2019-01-26,it was okay,R For Dummies,3,Individual
2019-11-10,I learned a lot,Fundamentals of R For Beginners,,Individual
2019-07-12,Would not recommend,R For Dummies,3,Business
2019-11-14,Never read a better book,R For Dummies,1,Business
2019-04-03,it was okay,R For Dummies,,Individual
2019-03-16,Never read a better book,Secrets Of R For Advanced Students,2,Individual
2019-01-27,Would not recommend,Fundamentals of R For Beginners,2,Business
2019-03-21,Would not recommend,R For Dummies,,Business
2019-01-30,Would not recommend,Fundamentals of R For Beginners,3,Individual
2019-06-29,Hated it,Secrets Of R For Advanced Students,4,Individual
2019-07-17,,Fundamentals of R For Beginners,,Business
2019-04-29,I learned a lot,Fundamentals of R For Beginners,3,Business
2019-11-04,A lot of material was not needed,R For Dummies,5,Business
2019-05-12,Never read a better book,Secrets Of R For Advanced Students,5,Business
2019-09-28,The author's other books were better,Fundamentals of R For Beginners,4,Business
2019-03-26,A lot of material was not needed,R vs Python: An Essay,6,Individual
2019-01-13,Hated it,R For Dummies,,Business
2019-10-11,NA,R For Dummies,3,Business
2019-04-16,OK,R For Dummies,,Individual
2019-11-07,OK,R For Dummies,3,Business
2019-09-30,OK,R For Dummies,6,Business
2019-11-03,it was okay,R For Dummies,3,Business
2019-02-23,it was okay,Secrets Of R For Advanced Students,4,Individual
2019-07-20,Would not recommend,Secrets Of R For Advanced Students,6,Business
2019-11-13,Awesome!,Fundamentals of R For Beginners,3,Business
2019-04-18,Never read a better book,R For Dummies,3,Individual
2019-05-18,Hated it,Fundamentals of R For Beginners,,Business
2019-01-11,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
2019-03-12,Never read a better book,Fundamentals of R For Beginners,3,Business
2019-03-22,I learned a lot,Fundamentals of R For Beginners,6,Individual
2019-08-25,Awesome!,Fundamentals of R For Beginners,2,Business
2019-08-09,it was okay,Fundamentals of R For Beginners,3,Business
2019-07-25,NA,R For Dummies,4,Business
2019-05-28,Hated it,Fundamentals of R For Beginners,5,Business
2019-03-22,NA,Fundamentals of R For Beginners,,Business
2019-12-10,it was okay,R For Dummies,5,Business
2019-09-26,The author's other books were better,R For Dummies,5,Individual
2019-06-29,it was okay,R For Dummies,4,Individual
2019-09-06,NA,Secrets Of R For Advanced Students,,Business
2019-02-10,The author's other books were better,Fundamentals of R For Beginners,6,Individual
2019-08-09,,R For Dummies,3,Business
2019-07-26,A lot of material was not needed,R For Dummies,8,Individual
2019-07-11,Awesome!,R For Dummies,7,Business
2019-02-18,Hated it,Fundamentals of R For Beginners,4,Business
2019-12-27,Hated it,R For Dummies,3,Individual
2019-12-10,it was okay,Top 10 Mistakes R Beginners Make,3,Business
2019-12-20,NA,Secrets Of R For Advanced Students,8,Business
2019-08-19,Would not recommend,R vs Python: An Essay,2,Business
2019-03-28,,Fundamentals of R For Beginners,,Business
2019-07-08,,Fundamentals of R For Beginners,,Individual
2019-04-24,,Fundamentals of R For Beginners,6,Business
2019-02-06,Would not recommend,R For Dummies,8,Business
2019-02-22,I learned a lot,Fundamentals of R For Beginners,,Business
2019-09-11,,Secrets Of R For Advanced Students,7,Business
2019-08-31,A lot of material was not needed,R For Dummies,8,Individual
2019-06-18,I learned a lot,Fundamentals of R For Beginners,5,Individual
2019-08-16,A lot of material was not needed,Secrets Of R For Advanced Students,3,Individual
2019-03-31,Would not recommend,Top 10 Mistakes R Beginners Make,5,Business
2019-02-26,A lot of material was not needed,Fundamentals of R For Beginners,5,Business
2019-03-02,A lot of material was not needed,R For Dummies,9,Business
2019-06-03,Never read a better book,R vs Python: An Essay,,Business
2019-05-19,The author's other books were better,Secrets Of R For Advanced Students,5,Individual
2019-09-25,OK,R For Dummies,,Business
2019-10-17,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
2019-04-27,I learned a lot,Fundamentals of R For Beginners,4,Business
2019-10-26,it was okay,R For Dummies,5,Business
2019-02-20,I learned a lot,R vs Python: An Essay,6,Individual
2019-02-12,Would not recommend,Secrets Of R For Advanced Students,,Business
2019-07-02,I learned a lot,Secrets Of R For Advanced Students,3,Business
2019-03-27,NA,R For Dummies,8,Business
2019-10-19,Hated it,Fundamentals of R For Beginners,2,Business
2019-10-17,,Fundamentals of R For Beginners,3,Individual
2019-12-27,The author's other books were better,R vs Python: An Essay,5,Business
2019-04-09,I learned a lot,Fundamentals of R For Beginners,2,Individual
2019-02-04,The author's other books were better,Secrets Of R For Advanced Students,2,Business
2019-08-31,OK,R For Dummies,6,Business
2019-10-16,,R For Dummies,6,Individual
2019-12-05,Would not recommend,Secrets Of R For Advanced Students,3,Business
2019-03-06,NA,R For Dummies,1,Individual
2019-04-24,Hated it,Secrets Of R For Advanced Students,4,Business
2019-09-18,Never read a better book,Fundamentals of R For Beginners,,Individual
2019-07-06,NA,R vs Python: An Essay,,Business
2019-10-20,Would not recommend,R For Dummies,6,Individual
2019-06-06,Would not recommend,R vs Python: An Essay,,Business
2019-03-05,The author's other books were better,Fundamentals of R For Beginners,7,Business
2019-04-09,it was okay,R vs Python: An Essay,1,Business
2019-08-23,NA,Secrets Of R For Advanced Students,,Individual
2019-05-22,NA,R vs Python: An Essay,1,Individual
2019-06-17,Hated it,Fundamentals of R For Beginners,6,Business
2019-09-11,it was okay,R For Dummies,,Business
2019-05-23,,Fundamentals of R For Beginners,5,Business
2019-08-18,I learned a lot,R For Dummies,3,Individual
2019-03-19,Would not recommend,R For Dummies,0,Business
2019-09-15,NA,R For Dummies,4,Individual
2019-05-10,A lot of material was not needed,Fundamentals of R For Beginners,,Business
2019-03-13,I learned a lot,R vs Python: An Essay,3,Business
2019-11-07,,Fundamentals of R For Beginners,5,Business
2019-10-31,I learned a lot,Fundamentals of R For Beginners,1,Business
2019-10-08,,Fundamentals of R For Beginners,5,Business
2019-05-30,NA,Fundamentals of R For Beginners,4,Business
2019-09-18,Awesome!,Secrets Of R For Advanced Students,4,Business
2019-03-29,NA,R vs Python: An Essay,4,Business
2019-01-05,Awesome!,Fundamentals of R For Beginners,2,Business
2019-02-14,it was okay,R For Dummies,6,Individual
2019-09-28,Would not recommend,R For Dummies,3,Business
2019-02-07,it was okay,R vs Python: An Essay,1,Business
2019-03-13,OK,R For Dummies,3,Individual
2019-07-12,Awesome!,Fundamentals of R For Beginners,1,Business
2019-08-08,The author's other books were better,Fundamentals of R For Beginners,2,Business
2019-01-17,I learned a lot,R For Dummies,6,Individual
2019-11-27,it was okay,Fundamentals of R For Beginners,3,Individual
2019-02-27,Would not recommend,R For Dummies,6,Individual
2019-05-31,A lot of material was not needed,R vs Python: An Essay,6,Business
2019-03-22,The author's other books were better,Secrets Of R For Advanced Students,4,Business
2019-03-09,OK,R For Dummies,4,Business
2019-08-17,,R vs Python: An Essay,,Individual
2019-02-17,OK,Fundamentals of R For Beginners,1,Business
2019-10-28,it was okay,Fundamentals of R For Beginners,0,Business
2019-02-07,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
2019-05-08,,Secrets Of R For Advanced Students,3,Business
2019-04-10,Hated it,Fundamentals of R For Beginners,2,Business
2019-11-26,OK,R For Dummies,5,Business
2019-01-13,Never read a better book,R For Dummies,4,Individual
2019-04-15,Would not recommend,Fundamentals of R For Beginners,,Business
2019-10-30,Hated it,Secrets Of R For Advanced Students,2,Business
2019-01-25,NA,R For Dummies,5,Business
2019-12-29,I learned a lot,Fundamentals of R For Beginners,3,Individual
2019-09-12,A lot of material was not needed,Fundamentals of R For Beginners,6,Individual
2019-06-26,it was okay,R vs Python: An Essay,4,Business
2019-03-28,NA,Fundamentals of R For Beginners,5,Individual
2019-11-27,NA,Fundamentals of R For Beginners,2,Business
2019-01-06,A lot of material was not needed,R For Dummies,5,Business
2019-01-01,Awesome!,R For Dummies,5,Business
2019-07-20,Awesome!,Fundamentals of R For Beginners,6,Business
2019-07-26,Hated it,Top 10 Mistakes R Beginners Make,4,Business
2019-09-10,The author's other books were better,R vs Python: An Essay,2,Business
2019-02-11,The author's other books were better,Top 10 Mistakes R Beginners Make,0,Business
2019-12-23,OK,Fundamentals of R For Beginners,4,Individual
2019-01-01,Awesome!,Fundamentals of R For Beginners,,Business
2019-07-06,OK,Fundamentals of R For Beginners,2,Business
2019-02-28,Hated it,R For Dummies,3,Business
2019-03-31,Never read a better book,R vs Python: An Essay,3,Business
2019-05-06,NA,R For Dummies,,Business
2019-04-24,it was okay,Fundamentals of R For Beginners,,Individual
2019-12-30,it was okay,R vs Python: An Essay,,Business
2019-02-16,it was okay,Fundamentals of R For Beginners,3,Individual
2019-08-14,Would not recommend,Secrets Of R For Advanced Students,2,Business
2019-06-06,A lot of material was not needed,Secrets Of R For Advanced Students,,Individual
2019-10-01,A lot of material was not needed,Fundamentals of R For Beginners,,Individual
2019-11-21,Hated it,R vs Python: An Essay,7,Business
2019-08-16,A lot of material was not needed,R For Dummies,3,Individual
2019-02-25,NA,Fundamentals of R For Beginners,3,Individual
2019-12-07,The author's other books were better,Fundamentals of R For Beginners,4,Business
2019-11-07,Would not recommend,R vs Python: An Essay,5,Business
2019-07-16,The author's other books were better,R For Dummies,3,Business
2019-09-16,Never read a better book,Fundamentals of R For Beginners,3,Individual
2019-12-07,Awesome!,R For Dummies,4,Business
2019-02-12,OK,R For Dummies,4,Individual
2019-12-01,Never read a better book,R For Dummies,5,Business
2019-05-01,The author's other books were better,Fundamentals of R For Beginners,4,Business
2019-05-17,A lot of material was not needed,Fundamentals of R For Beginners,6,Business
2019-11-15,A lot of material was not needed,R vs Python: An Essay,2,Individual
2019-07-02,,R vs Python: An Essay,4,Business
2019-10-04,Hated it,Top 10 Mistakes R Beginners Make,5,Individual
2019-01-20,it was okay,Fundamentals of R For Beginners,2,Individual
2019-12-14,it was okay,Fundamentals of R For Beginners,3,Individual
2019-03-06,NA,R For Dummies,4,Individual
2019-05-30,,R vs Python: An Essay,4,Individual
2019-12-20,I learned a lot,Fundamentals of R For Beginners,3,Business
2019-03-16,it was okay,R vs Python: An Essay,0,Business
2019-11-10,Awesome!,Secrets Of R For Advanced Students,5,Business
2019-11-27,Never read a better book,Fundamentals of R For Beginners,2,Business
2019-10-07,A lot of material was not needed,R For Dummies,3,Individual
2019-02-07,A lot of material was not needed,R For Dummies,1,Individual
2019-06-06,OK,R For Dummies,6,Business
2019-11-24,Would not recommend,Fundamentals of R For Beginners,2,Business
2019-01-01,it was okay,R For Dummies,1,Individual
2019-03-31,A lot of material was not needed,R For Dummies,4,Business
2019-06-19,Would not recommend,Fundamentals of R For Beginners,6,Business
2019-03-16,,Fundamentals of R For Beginners,2,Individual
2019-02-08,A lot of material was not needed,R For Dummies,1,Individual
2019-02-26,OK,R vs Python: An Essay,4,Individual
2019-09-03,,R vs Python: An Essay,4,Business
2019-09-27,Would not recommend,Secrets Of R For Advanced Students,4,Business
2019-11-29,NA,Fundamentals of R For Beginners,5,Individual
2019-11-03,Would not recommend,R For Dummies,4,Business
2019-04-24,OK,R vs Python: An Essay,1,Business
2019-11-03,NA,R For Dummies,6,Business
2019-02-01,Would not recommend,Fundamentals of R For Beginners,5,Individual
2019-06-20,The author's other books were better,Fundamentals of R For Beginners,4,Business
2019-05-24,OK,Fundamentals of R For Beginners,2,Business
2019-04-03,Would not recommend,Fundamentals of R For Beginners,2,Business
2019-06-16,The author's other books were better,R For Dummies,9,Individual
2019-07-28,it was okay,R For Dummies,5,Business
2019-05-26,NA,Fundamentals of R For Beginners,2,Business
2019-09-23,OK,R vs Python: An Essay,6,Business
2019-11-01,NA,Fundamentals of R For Beginners,4,Business
2019-07-03,OK,Fundamentals of R For Beginners,7,Individual
2019-01-15,A lot of material was not needed,R vs Python: An Essay,4,Business
2019-01-15,Awesome!,Fundamentals of R For Beginners,5,Individual
2019-12-23,Never read a better book,R For Dummies,2,Individual
2019-04-19,it was okay,R For Dummies,5,Business
2019-10-19,,R vs Python: An Essay,5,Business
2019-09-13,I learned a lot,Fundamentals of R For Beginners,3,Business
2019-07-27,Awesome!,R vs Python: An Essay,2,Business
2019-08-14,A lot of material was not needed,Fundamentals of R For Beginners,2,Business
2019-06-29,I learned a lot,R vs Python: An Essay,0,Business
2019-06-26,Awesome!,R vs Python: An Essay,3,Individual
2019-12-19,,R vs Python: An Essay,0,Individual
2019-06-25,OK,Fundamentals of R For Beginners,5,Business
2019-12-21,OK,R vs Python: An Essay,2,Individual
2019-08-21,OK,Fundamentals of R For Beginners,3,Business
2019-01-23,Never read a better book,R vs Python: An Essay,4,Business
2019-09-03,,Secrets Of R For Advanced Students,2,Business
2019-09-25,,R vs Python: An Essay,5,Individual
